mode_type,difficulty,rows,bucket_index,multiplier,probability,source,notes
normal,Low,8,0,5.6,7.959059981015918772e-03,authoritative_multiplier_table+symmetric_design,mode=normal_low_8; theta=-0.075291; rebalance_alpha=0.9200; std_floor_two_point_blend; base_std=0.51162768; chosen_std=0.70000000; blend_t=0.12174420; max_var_std=1.46167361; std_rule=0.6-60.0
100balls,Expert,13,2156,248.39,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2157,248.49,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2158,248.59,1.799999910000004539e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2159,248.59,1.699999915000004256e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2160,248.69,4.399999780000010794e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2161,248.69,4.299999785000010511e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2162,248.79,1.099999945000002698e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2163,248.79,9.999999500000025516e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2164,248.98,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2165,249.08,1.799999910000004539e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2166,249.08,1.799999910000004539e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2167,249.18,3.599999820000009077e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2168,249.18,3.599999820000009077e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2169,249.28,3.999999800000009936e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2170,249.28,3.999999800000009936e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2171,249.48,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2172,249.48,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2173,249.58,2.699999865000006537e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2174,249.58,2.599999870000006255e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2175,249.68,2.799999860000006819e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2176,249.68,2.799999860000006819e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2177,249.78,1.999999900000004968e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2178,249.78,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2179,249.98,3.999999800000009936e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2180,249.98,2.999999850000007452e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2181,250.07,3.399999830000008513e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2182,250.07,3.399999830000008513e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2183,250.17,2.799999860000006819e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2184,250.17,2.699999865000006537e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2185,250.27,1.999999900000004968e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2186,250.27,1.999999900000004968e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2187,250.47,5.999999700000014903e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2188,250.47,4.999999750000012758e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2189,250.57,3.399999830000008513e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2190,250.57,3.299999835000008231e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2191,250.67,1.999999900000005103e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2192,250.67,1.899999905000004821e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2193,250.77,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2194,250.87,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2195,250.96,1.099999945000002698e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2196,250.96,1.099999945000002698e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2197,251.06,2.099999895000005115e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2198,251.06,1.999999900000005103e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2199,251.16,1.199999940000002981e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2200,251.16,1.099999945000002698e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2201,251.26,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2202,251.26,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2203,251.36,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2204,251.46,1.199999940000002981e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2205,251.46,1.099999945000002698e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2206,251.56,3.199999840000007948e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2207,251.56,3.199999840000007948e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2208,251.66,8.999999550000022694e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2209,251.66,8.999999550000022694e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2210,251.86,1.999999900000004968e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2211,251.86,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2212,251.96,1.799999910000004539e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2213,251.96,1.799999910000004539e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2214,252.05,2.499999875000006515e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2215,252.05,2.499999875000006515e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2216,252.15,5.999999700000014903e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2217,252.15,4.999999750000012758e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2218,252.35,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2219,252.35,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2220,252.45,1.899999905000004821e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2221,252.45,1.799999910000004539e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2222,252.55,2.099999895000005115e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2223,252.55,2.099999895000005115e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2224,252.65,3.999999800000009936e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2225,252.65,2.999999850000007452e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2226,252.85,2.999999850000007452e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2227,252.85,2.999999850000007452e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2228,252.94,2.699999865000006537e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2229,252.94,2.599999870000006255e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2230,253.04,1.499999925000003692e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2231,253.04,1.499999925000003692e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2232,253.14,1.999999900000004968e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2233,253.14,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2234,253.34,4.999999750000012758e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2235,253.34,4.999999750000012758e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2236,253.44,2.299999885000005679e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2237,253.44,2.299999885000005679e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2238,253.54,6.999999650000017048e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2239,253.54,5.999999700000014903e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2240,253.64,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2241,253.64,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2242,253.84,6.999999650000017048e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2243,253.84,5.999999700000014903e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2244,253.94,2.299999885000005679e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2245,253.94,2.299999885000005679e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2246,254.03,8.999999550000022694e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2247,254.03,8.999999550000022694e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2248,254.13,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2249,254.33,5.999999700000014903e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2250,254.33,5.999999700000014903e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2251,254.43,2.199999890000005397e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2252,254.43,2.099999895000005115e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2253,254.53,5.999999700000014903e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2254,254.53,4.999999750000012758e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2255,254.73,9.999999500000024839e-06,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2256,254.83,7.999999600000019871e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2257,254.83,6.999999650000017048e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2258,254.92,2.499999875000006515e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2259,254.92,2.499999875000006515e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2260,255.02,3.999999800000009936e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
100balls,Expert,13,2261,255.02,2.999999850000007452e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_expert_13; theta=-0.498335; true_100balls_mc; balls=100; samples=100000; outcomes=2975; buy_cost=99.0; flatten_alpha=0.58; variants_per_payout<=24
