mode_type,difficulty,rows,bucket_index,multiplier,probability,source,notes
normal,Expert,9,7,15.000000,2.725251947194725147e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_9
normal,Expert,9,8,78.000000,2.852709604070476025e-06,authoritative_multiplier_table+rtp_solver,mode=normal_expert_9
normal,Expert,9,9,1000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_9
100balls,Expert,9,0,99000.000000,1.607279674897236323e-64,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_9
100balls,Expert,9,1,7722.000000,2.852709604070476025e-06,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_9
100balls,Expert,9,2,1485.000000,2.725251947194725147e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_9
100balls,Expert,9,3,19.800000,2.346528378982888630e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_9
100balls,Expert,9,4,9.900000,2.380912899201598487e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_9
100balls,Expert,9,5,9.900000,2.380912899201598487e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_9
100balls,Expert,9,6,19.800000,2.346528378982888630e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_9
100balls,Expert,9,7,1485.000000,2.725251947194725147e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_9
100balls,Expert,9,8,7722.000000,2.852709604070476025e-06,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_9
100balls,Expert,9,9,99000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_9
normal,Expert,10,0,2000.000000,7.410479983622547562e-109,authoritative_multiplier_table+rtp_solver,mode=normal_expert_10
normal,Expert,10,1,110.000000,2.473146335275567697e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_10
normal,Expert,10,2,20.000000,1.689264279496457619e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_10
normal,Expert,10,3,0.600000,1.861185570039605441e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_10
normal,Expert,10,4,0.100000,1.979920352576275688e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_10
normal,Expert,10,5,0.100000,1.979920352576275688e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_10
normal,Expert,10,6,0.100000,1.979920352576275688e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_10
normal,Expert,10,7,0.600000,1.861185570039605441e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_10
normal,Expert,10,8,20.000000,1.689264279496457619e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_10
normal,Expert,10,9,110.000000,2.473146335275567697e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_10
normal,Expert,10,10,2000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_10
100balls,Expert,10,0,100000.000000,1.195010065160496637e-55,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_10
100balls,Expert,10,1,10890.000000,2.494171851304177939e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_10
100balls,Expert,10,2,1980.000000,1.691763335118732711e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_10
100balls,Expert,10,3,59.400000,1.861133697153516675e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_10
100balls,Expert,10,4,9.900000,1.979788316775172308e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_10
100balls,Expert,10,5,9.900000,1.979788316775172308e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_10
100balls,Expert,10,6,9.900000,1.979788316775172308e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_10
100balls,Expert,10,7,59.400000,1.861133697153516675e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_10
100balls,Expert,10,8,1980.000000,1.691763335118732711e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_10
100balls,Expert,10,9,10890.000000,2.494171851304177939e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_10
100balls,Expert,10,10,100000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_10
normal,Expert,11,0,3200.000000,1.466211832966598112e-115,authoritative_multiplier_table+rtp_solver,mode=normal_expert_11
normal,Expert,11,1,160.000000,3.382731601237210195e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_11
normal,Expert,11,2,40.000000,6.408511651146432328e-03,authoritative_multiplier_table+rtp_solver,mode=normal_expert_11
normal,Expert,11,3,1.100000,1.560905948810153987e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_11
normal,Expert,11,4,0.200000,1.680575035993801813e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_11
normal,Expert,11,5,0.100000,1.694425515952978356e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_11
normal,Expert,11,6,0.100000,1.694425515952978356e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_11
normal,Expert,11,7,0.200000,1.680575035993801813e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_11
normal,Expert,11,8,1.100000,1.560905948810153987e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_11
normal,Expert,11,9,40.000000,6.408511651146432328e-03,authoritative_multiplier_table+rtp_solver,mode=normal_expert_11
normal,Expert,11,10,160.000000,3.382731601237210195e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_11
normal,Expert,11,11,3200.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_11
100balls,Expert,11,0,100000.000000,1.882188685091521577e-37,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_11
100balls,Expert,11,1,15840.000000,3.442021997312847382e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_11
100balls,Expert,11,2,3960.000000,6.435904608855928452e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_11
100balls,Expert,11,3,108.900000,1.560930097066969280e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_11
100balls,Expert,11,4,19.800000,1.680435796316412100e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_11
100balls,Expert,11,5,9.900000,1.694266618506062028e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_11
100balls,Expert,11,6,9.900000,1.694266618506062028e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_11
100balls,Expert,11,7,19.800000,1.680435796316412100e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_11
100balls,Expert,11,8,108.900000,1.560930097066969280e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_11
100balls,Expert,11,9,3960.000000,6.435904608855928452e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_11
100balls,Expert,11,10,15840.000000,3.442021997312847382e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_11
100balls,Expert,11,11,100000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_11
normal,Expert,12,0,6200.000000,3.323547015987914091e-172,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
normal,Expert,12,1,300.000000,8.142944580605171683e-10,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
normal,Expert,12,2,60.000000,3.284301542279503307e-03,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
normal,Expert,12,3,1.500000,1.338360239258304107e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
normal,Expert,12,4,0.400000,1.434990330479576082e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
normal,Expert,12,5,0.100000,1.462534271130919994e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
normal,Expert,12,6,0.100000,1.462534271130919994e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
normal,Expert,12,7,0.100000,1.462534271130919994e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
normal,Expert,12,8,0.400000,1.434990330479576082e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
normal,Expert,12,9,1.500000,1.338360239258304107e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
normal,Expert,12,10,60.000000,3.284301542279503307e-03,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
normal,Expert,12,11,300.000000,8.142944580605171683e-10,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
normal,Expert,12,12,6200.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_12
100balls,Expert,12,0,100000.000000,2.903241189367174955e-29,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
100balls,Expert,12,1,29700.000000,8.697938538318217906e-10,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
100balls,Expert,12,2,5940.000000,3.327336267221537615e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
100balls,Expert,12,3,148.500000,1.338520513376573462e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
100balls,Expert,12,4,39.600000,1.434814145482746495e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
100balls,Expert,12,5,9.900000,1.462257979847017275e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
100balls,Expert,12,6,9.900000,1.462257979847017275e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
100balls,Expert,12,7,9.900000,1.462257979847017275e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
100balls,Expert,12,8,39.600000,1.434814145482746495e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
100balls,Expert,12,9,148.500000,1.338520513376573462e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
100balls,Expert,12,10,5940.000000,3.327336267221537615e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
100balls,Expert,12,11,29700.000000,8.697938538318217906e-10,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
100balls,Expert,12,12,100000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_12
normal,Expert,13,0,10000.000000,1.479696188129253036e-252,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,1,520.000000,1.174944459568594476e-14,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,2,100.000000,4.072713673620668843e-04,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,3,3.000000,1.106856070474527692e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,4,0.600000,1.271507599136160183e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,5,0.100000,1.308779308357786997e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,6,0.100000,1.308779308357786997e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,7,0.100000,1.308779308357786997e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,8,0.100000,1.308779308357786997e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,9,0.600000,1.271507599136160183e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,10,3.000000,1.106856070474527692e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,11,100.000000,4.072713673620668843e-04,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,12,520.000000,1.174944459568594476e-14,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
normal,Expert,13,13,10000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_13
100balls,Expert,13,0,100000.000000,1.502274183508706450e-26,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,1,51480.000000,1.899876521164505676e-14,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,2,9900.000000,4.463853183043255948e-04,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,3,297.000000,1.108953845707442293e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,4,59.400000,1.271089818626234269e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,5,9.900000,1.307743741241544910e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,6,9.900000,1.307743741241544910e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,7,9.900000,1.307743741241544910e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,8,9.900000,1.307743741241544910e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,9,59.400000,1.271089818626234269e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,10,297.000000,1.108953845707442293e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,11,9900.000000,4.463853183043255948e-04,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,12,51480.000000,1.899876521164505676e-14,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
100balls,Expert,13,13,100000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_13
normal,Expert,14,0,23000.000000,0.000000000000000000e+00,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,1,800.000000,1.613842377786039493e-22,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,2,160.000000,7.915246304089162374e-06,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,3,3.000000,9.837348569841558588e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,4,1.200000,1.096024802138989007e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,5,0.200000,1.163856535528220021e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,6,0.100000,1.170866435257062743e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,7,0.100000,1.170866435257062743e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,8,0.100000,1.170866435257062743e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,9,0.200000,1.163856535528220021e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,10,1.200000,1.096024802138989007e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,11,3.000000,9.837348569841558588e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,12,160.000000,7.915246304089162374e-06,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,13,800.000000,1.613842377786039493e-22,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
normal,Expert,14,14,23000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_14
100balls,Expert,14,0,100000.000000,1.225456618114766973e-23,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,1,79200.000000,4.569542874987665472e-19,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,2,15840.000000,3.851172415256333751e-05,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,3,297.000000,1.004028868655264944e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,4,118.800000,1.098783902498071258e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,5,19.800000,1.155237361813967883e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,6,9.900000,1.161039833194113524e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,7,9.900000,1.161039833194113524e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,8,9.900000,1.161039833194113524e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,9,19.800000,1.155237361813967883e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,10,118.800000,1.098783902498071258e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,11,297.000000,1.004028868655264944e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,12,15840.000000,3.851172415256333751e-05,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,13,79200.000000,4.569542874987665472e-19,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
100balls,Expert,14,14,100000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_14
normal,Expert,15,0,50000.000000,0.000000000000000000e+00,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,1,1300.000000,4.187109661974899463e-108,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,2,230.000000,1.830598611003042629e-20,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,3,6.000000,4.071933263299166994e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,4,1.800000,8.991057862468250506e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,5,0.200000,1.215800380338887127e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,6,0.100000,1.238947753542185282e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,7,0.100000,1.238947753542185282e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,8,0.100000,1.238947753542185282e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,9,0.100000,1.238947753542185282e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,10,0.200000,1.215800380338887127e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,11,1.800000,8.991057862468250506e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,12,6.000000,4.071933263299166994e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,13,230.000000,1.830598611003042629e-20,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,14,1300.000000,4.187109661974899463e-108,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
normal,Expert,15,15,50000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_15
100balls,Expert,15,0,100000.000000,1.126144091516413237e-76,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,1,100000.000000,1.126144091516413237e-76,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,2,22770.000000,1.016111270967673670e-18,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,3,594.000000,4.450134321555550970e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,4,178.200000,9.128511499778778349e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,5,19.800000,1.200237902693264830e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,6,9.900000,1.220946257586651290e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,7,9.900000,1.220946257586651290e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,8,9.900000,1.220946257586651290e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,9,9.900000,1.220946257586651290e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,10,19.800000,1.200237902693264830e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,11,178.200000,9.128511499778778349e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,12,594.000000,4.450134321555550970e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,13,22770.000000,1.016111270967673670e-18,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,14,100000.000000,1.126144091516413237e-76,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
100balls,Expert,15,15,100000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_15
normal,Expert,16,0,100000.000000,0.000000000000000000e+00,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,1,2200.000000,7.238026206938752858e-270,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,2,260.000000,2.604358217260460561e-33,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,3,7.000000,1.843062624776263883e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,4,2.500000,6.520075882850528970e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,5,1.100000,9.659690770202515597e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,6,0.100000,1.279084828886827563e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,7,0.100000,1.279084828886827563e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,8,0.100000,1.279084828886827563e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,9,0.100000,1.279084828886827563e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,10,0.100000,1.279084828886827563e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,11,1.100000,9.659690770202515597e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,12,2.500000,6.520075882850528970e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,13,7.000000,1.843062624776263883e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,14,260.000000,2.604358217260460561e-33,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,15,2200.000000,7.238026206938752858e-270,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
normal,Expert,16,16,100000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_16
100balls,Expert,16,0,100000.000000,4.354353260078227623e-106,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,1,100000.000000,4.354353260078227623e-106,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,2,25740.000000,1.634572707881325343e-28,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,3,693.000000,2.389672926768863712e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,4,247.500000,6.977866701774748659e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,5,108.900000,9.738876670530398350e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,6,9.900000,1.235741348037039528e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,7,9.900000,1.235741348037039528e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,8,9.900000,1.235741348037039528e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,9,9.900000,1.235741348037039528e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,10,9.900000,1.235741348037039528e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,11,108.900000,9.738876670530398350e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,12,247.500000,6.977866701774748659e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,13,693.000000,2.389672926768863712e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,14,25740.000000,1.634572707881325343e-28,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,15,100000.000000,4.354353260078227623e-106,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
100balls,Expert,16,16,100000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_16
